Task_cnt	Time(us)		Latency(us)
4373		1329984.50		61.27
4374		1330045.90		61.39
4375		1330107.59		61.67
4376		1330169.94		62.33
4377		1330230.92		60.97
4378		1330291.82		60.88
4379		1330353.30		61.46
4380		1330414.54		61.22
4381		1330475.93		61.39
4382		1330537.10		61.15
4383		1330598.19		61.07
4384		1330659.65		61.45
4385		1330720.94		61.28
4386		1330782.59		61.63
4387		1330843.81		61.21
4388		1330905.16		61.34
4389		1330965.06		59.89
4390		1331026.54		61.47
4391		1331087.40		60.85
4392		1331148.89		61.48
4393		1331210.07		61.17
4394		1331271.42		61.34
4395		1331333.08		61.65
4396		1331401.51		68.41
4397		1331462.85		61.32
4398		1331523.94		61.08
4399		1331585.12		61.17
4400		1331646.12		60.98
4401		1331707.70		61.57
4402		1331768.73		61.02
4403		1331830.01		61.27
4404		1331891.48		61.46
4405		1331952.91		61.41
4406		1332014.22		61.31
4407		1332075.58		61.34
4408		1332136.91		61.32
4409		1332197.88		60.96
4410		1332259.25		61.36
4411		1332320.12		60.85
4412		1332380.91		60.78
4413		1332442.27		61.35
4414		1332503.92		61.63
4415		1332565.80		61.87
4416		1332627.57		61.76
4417		1332689.35		61.77
4418		1332750.76		61.40
4419		1332811.79		61.02
4420		1332873.41		61.61
4421		1332934.31		60.89
4422		1332995.90		61.57
4423		1333057.94		62.03
4424		1333118.98		61.03
4425		1333180.32		61.32
4426		1333241.76		61.43
4427		1333302.66		60.89
4428		1333363.07		60.39
4429		1333424.77		61.69
4430		1333485.78		61.00
4431		1333547.14		61.34
4432		1333607.99		60.84
4433		1333668.83		60.82
4434		1333730.26		61.42
4435		1333791.97		61.70
4436		1333853.95		61.97
4437		1333912.37		58.41
4438		1333973.72		61.34
4439		1334035.01		61.28
4440		1334096.42		61.40
4441		1334158.01		61.57
4442		1334221.00		61.86
4443		1334281.99		60.98
4444		1334343.37		61.37
4445		1334404.69		61.30
4446		1334466.32		61.62
4447		1334526.99		60.66
4448		1334585.88		58.87
4449		1334647.16		61.28
4450		1334707.71		60.53
4451		1334768.89		61.17
4452		1334830.01		61.11
4453		1334891.14		61.11
4454		1334952.10		60.95
4455		1335013.85		61.73
4456		1335074.93		61.07
4457		1335136.61		61.66
4458		1335198.04		61.42
4459		1335257.34		59.29
4460		1335318.77		61.42
4461		1335392.73		73.95
4462		1335453.92		61.18
4463		1335515.37		61.43
4464		1335576.72		61.34
4465		1335638.58		61.85
4466		1335699.58		60.98
4467		1335761.52		61.93
4468		1335822.80		61.26
4469		1335884.13		61.32
4470		1335945.83		61.69
4471		1336007.73		61.88
4472		1336068.91		61.17
4473		1336130.31		61.39
4474		1336191.31		60.99
4475		1336252.45		61.13
4476		1336312.65		60.19
4477		1336375.05		62.39
4478		1336436.16		61.09
4479		1336497.48		61.31
4480		1336558.88		61.39
4481		1336620.27		61.37
4482		1336682.12		61.83
4483		1336743.50		61.37
4484		1336804.87		61.36
4485		1336864.24		59.36
4486		1336925.22		60.97
4487		1336987.10		61.86
4488		1337048.43		61.32
4489		1337109.74		61.30
4490		1337171.49		61.73
4491		1337233.35		61.85
4492		1337294.87		61.51
4493		1337356.22		61.33
4494		1337417.64		61.41
4495		1337478.68		61.03
4496		1337539.92		61.23
4497		1337600.73		60.80
4498		1337661.58		60.84
4499		1337722.94		61.34
4500		1337783.91		60.95
4501		1337844.70		60.78
4502		1337906.13		61.41
4503		1337967.53		61.40
4504		1338029.72		62.17
4505		1338091.22		61.49
4506		1338152.70		61.47
4507		1338214.03		61.32
4508		1338275.17		61.13
4509		1338336.73		61.55
4510		1338398.15		61.40
4511		1338459.47		61.31
4512		1338521.23		61.75
4513		1338582.15		60.91
4514		1338643.61		61.44
4515		1338704.43		60.81
4516		1338765.35		60.91
4517		1338826.59		61.23
4518		1338888.23		61.63
4519		1338949.77		61.53
4520		1339009.22		59.44
4521		1339070.03		60.79
4522		1339131.46		61.43
4523		1339192.94		61.46
4524		1339255.03		62.08
4525		1339316.00		60.96
4526		1339387.41		71.40
4527		1339448.42		60.99
4528		1339509.74		61.31
4529		1339570.76		61.00
4530		1339631.94		61.17
4531		1339693.36		61.41
4532		1339754.84		61.47
4533		1339815.67		60.81
4534		1339876.97		61.30
4535		1339938.29		61.30
4536		1339998.22		59.92
4537		1340059.66		61.42
4538		1340122.56		62.88
4539		1340195.56		72.99
4540		1340268.34		72.70
4541		1340339.57		71.21
4542		1340411.58		72.00
4543		1340483.52		71.93
4544		1340555.29		71.76
4545		1340627.22		71.91
4546		1340696.54		69.31
4547		1340765.96		69.41
4548		1340835.23		69.26
4549		1340904.67		69.42
4550		1340974.04		69.36
4551		1341043.46		69.40
4552		1341112.88		69.41
4553		1341182.84		69.94
4554		1341253.40		70.55
4555		1341323.21		69.79
4556		1341392.22		69.00
4557		1341462.08		69.85
4558		1341531.47		69.38
4559		1341600.77		69.29
4560		1341670.24		69.45
4561		1341740.13		69.88
4562		1341809.38		69.24
4563		1341878.78		69.38
4564		1341947.47		68.68
4565		1342016.95		69.46
4566		1342086.83		69.87
4567		1342156.20		69.36
4568		1342223.71		67.49
4569		1342293.42		69.70
4570		1342362.82		69.39
4571		1342432.15		69.32
4572		1342500.96		68.80
4573		1342570.90		69.93
4574		1342640.76		69.84
4575		1342710.05		69.28
4576		1342779.43		69.37
4577		1342848.78		69.34
4578		1342917.62		68.82
4579		1342986.99		69.36
4580		1343056.52		69.52
4581		1343126.55		70.02
4582		1343196.34		69.77
4583		1343266.37		70.01
4584		1343348.07		81.68
4585		1343417.99		69.91
4586		1343487.45		69.44
4587		1343556.72		69.26
4588		1343626.77		70.03
4589		1343696.49		69.71
4590		1343766.53		70.02
4591		1343835.29		68.75
4592		1343902.95		67.65
4593		1343972.66		69.70
4594		1344042.22		69.54
4595		1344111.30		69.07
4596		1344180.84		69.53
4597		1344250.46		69.60
4598		1344320.35		69.88
4599		1344389.59		69.23
4600		1344459.24		69.64
4601		1344529.28		70.03
4602		1344599.35		70.06
4603		1344669.07		69.70
4604		1344738.65		69.57
4605		1344808.28		69.61
4606		1344878.01		69.72
4607		1344947.76		69.73
4608		1345017.17		69.40
4609		1345086.87		69.68
4610		1345155.75		68.87
4611		1345226.02		70.26
4612		1345294.91		68.87
4613		1345363.93		69.01
4614		1345431.79		67.85
4615		1345502.01		70.21
4616		1345571.46		69.43
4617		1345641.56		70.09
4618		1345709.50		67.93
4619		1345778.85		69.33
4620		1345848.52		69.66
4621		1345918.18		69.64
4622		1345988.25		70.06
4623		1346058.01		69.75
4624		1346127.52		69.49
4625		1346196.76		69.23
4626		1346266.31		69.54
4627		1346335.96		69.63
4628		1346405.59		69.62
4629		1346475.60		70.00
4630		1346545.06		69.45
4631		1346615.23		70.16
4632		1346685.36		70.11
4633		1346755.00		69.63
4634		1346824.29		69.27
4635		1346894.41		70.11
4636		1346964.10		69.68
4637		1347033.27		69.15
4638		1347102.44		69.16
4639		1347172.90		70.45
4640		1347243.11		70.19
4641		1347310.25		67.13
4642		1347377.58		67.31
4643		1347447.28		69.69
4644		1347517.29		70.00
4645		1347584.51		67.20
4646		1347654.59		70.07
4647		1347724.23		69.63
4648		1347793.86		69.63
4649		1347864.03		70.15
4650		1347933.91		69.87
4651		1348003.26		69.34
4652		1348072.91		69.64
4653		1348143.01		70.09
4654		1348212.65		69.62
4655		1348282.24		69.57
4656		1348351.94		69.69
4657		1348421.58		69.63
4658		1348490.78		69.19
4659		1348559.95		69.16
4660		1348629.13		69.16
4661		1348699.06		69.92
4662		1348769.09		70.02
4663		1348838.42		69.32
4664		1348907.59		69.16
4665		1348977.70		70.09
4666		1349047.19		69.48
4667		1349116.35		69.15
4668		1349185.68		69.32
4669		1349255.67		69.98
4670		1349325.31		69.62
4671		1349395.36		70.04
4672		1349465.53		70.16
4673		1349535.10		69.56
4674		1349605.17		70.05
4675		1349674.75		69.57
4676		1349744.71		69.94
4677		1349813.99		69.28
4678		1349883.67		69.66
4679		1349953.74		70.06
4680		1350023.86		70.11
4681		1350093.48		69.61
4682		1350162.64		69.15
4683		1350232.01		69.36
4684		1350301.50		69.48
4685		1350371.14		69.62
4686		1350441.26		70.11
4687		1350509.96		68.68
4688		1350580.09		70.11
4689		1350650.36		70.26
4690		1350720.58		70.20
4691		1350790.38		69.78
4692		1350859.58		69.19
4693		1350929.73		70.13
4694		1350999.87		70.13
4695		1351070.02		70.14
4696		1351140.18		70.15
4697		1351210.28		70.09
4698		1351280.39		70.10
4699		1351362.25		81.84
4700		1351431.46		69.20
4701		1351501.10		69.63
4702		1351571.30		70.18
4703		1351641.56		70.25
4704		1351711.70		70.12
4705		1351781.83		70.12
4706		1351850.08		68.23
4707		1351919.16		69.07
4708		1351988.31		69.13
4709		1352058.17		69.86
4710		1352127.68		69.49
4711		1352197.22		69.52
4712		1352266.86		69.63
4713		1352336.39		69.51
4714		1352406.30		69.90
4715		1352475.82		69.50
4716		1352545.11		69.28
4717		1352614.80		69.68
4718		1352684.97		70.16
4719		1352754.59		69.61
4720		1352824.21		69.61
4721		1352893.82		69.59
4722		1352963.69		69.86
4723		1353033.09		69.39
4724		1353102.76		69.66
4725		1353171.90		69.12
4726		1353241.56		69.65
4727		1353310.98		69.40
4728		1353380.32		69.33
4729		1353448.06		67.73
4730		1353517.92		69.84
4731		1353587.37		69.44
4732		1353656.96		69.57
4733		1353725.03		68.06
4734		1353794.29		69.24
4735		1353863.89		69.59
4736		1353933.05		69.15
4737		1354002.16		69.09
4738		1354071.40		69.23
4739		1354140.97		69.55
4740		1354210.55		69.57
4741		1354279.70		69.14
4742		1354349.53		69.81
4743		1354418.86		69.32
4744		1354488.48		69.61
4745		1354557.70		69.20
4746		1354627.32		69.61
4747		1354696.48		69.15
4748		1354766.36		69.86
4749		1354835.69		69.32
4750		1354904.84		69.14
4751		1354974.43		69.58
4752		1355044.55		70.11
4753		1355114.58		70.02
4754		1355184.65		70.06
4755		1355253.93		69.26
4756		1355333.99		80.05
4757		1355403.67		69.66
4758		1355473.61		69.93
4759		1355543.65		70.03
4760		1355612.98		69.32
4761		1355682.61		69.61
4762		1355752.30		69.68
4763		1355822.47		70.16
4764		1355892.53		70.05
4765		1355961.73		69.19
4766		1356031.28		69.53
4767		1356100.49		69.20
4768		1356170.15		69.65
4769		1356240.21		70.05
4770		1356309.91		69.69
4771		1356379.50		69.57
4772		1356449.61		70.10
4773		1356519.54		69.91
4774		1356589.84		70.29
4775		1356659.97		70.12
4776		1356729.10		69.12
4777		1356798.76		69.65
4778		1356868.34		69.56
4779		1356937.53		69.18
4780		1357006.67		69.12
4781		1357076.91		70.23
4782		1357146.87		69.95
4783		1357214.18		67.30
4784		1357284.45		70.25
4785		1357354.69		70.23
4786		1357424.61		69.91
4787		1357494.27		69.65
4788		1357564.06		69.78
4789		1357633.69		69.62
4790		1357703.43		69.72
4791		1357773.57		70.13
4792		1357843.66		70.08
4793		1357913.78		70.10
4794		1357983.00		69.21
4795		1358052.23		69.21
4796		1358122.39		70.15
4797		1358193.00		70.60
4798		1358262.74		69.72
4799		1358332.17		69.42
4800		1358401.70		69.51
4801		1358470.91		69.20
4802		1358540.33		69.41
4803		1358609.75		69.41
4804		1358679.80		70.03
4805		1358748.95		69.15
4806		1358816.57		67.60
4807		1358885.70		69.11
4808		1358955.39		69.68
4809		1359025.03		69.63
4810		1359095.20		70.16
4811		1359165.10		69.89
4812		1359234.38		69.26
4813		1359317.42		83.03
4814		1359387.16		69.72
4815		1359456.85		69.68
4816		1359526.32		69.46
4817		1359594.92		68.58
4818		1359664.87		69.94
4819		1359735.13		70.24
4820		1359804.74		69.59
4821		1359871.58		66.83
4822		1359940.88		69.29
4823		1360010.94		70.04
4824		1360080.47		69.52
4825		1360150.09		69.61
4826		1360219.69		69.59
4827		1360289.33		69.63
4828		1360359.21		69.87
4829		1360429.36		70.13
4830		1360498.67		69.29
4831		1360568.32		69.64
4832		1360638.36		70.03
4833		1360707.55		69.18
4834		1360777.75		70.19
4835		1360847.85		70.09
4836		1360917.48		69.61
4837		1360987.11		69.62
4838		1361056.20		69.08
4839		1361125.80		69.58
4840		1361195.39		69.58
4841		1361264.99		69.58
4842		1361335.02		70.02
4843		1361405.05		70.02
4844		1361473.46		68.39
4845		1361543.54		70.06
4846		1361613.19		69.64
4847		1361683.33		70.13
4848		1361753.40		70.05
4849		1361823.48		70.07
4850		1361892.68		69.19
4851		1361962.44		69.74
4852		1362031.99		69.54
4853		1362101.58		69.57
4854		1362170.78		69.19
4855		1362240.44		69.65
4856		1362310.42		69.97
4857		1362379.70		69.27
4858		1362448.92		69.21
4859		1362518.97		70.03
4860		1362588.24		69.26
4861		1362658.79		70.54
4862		1362728.41		69.61
4863		1362798.02		69.59
4864		1362867.67		69.64
4865		1362936.78		69.09
4866		1363006.38		69.59
4867		1363074.76		68.37
4868		1363144.15		69.37
4869		1363214.20		70.04
4870		1363284.36		70.15
4871		1363354.32		69.94
4872		1363423.93		69.60
4873		1363493.63		69.68
4874		1363563.74		70.11
4875		1363632.96		69.20
4876		1363702.65		69.68
4877		1363772.16		69.49
4878		1363842.31		70.14
4879		1363912.44		70.12
4880		1363982.55		70.10
4881		1364052.62		70.06
4882		1364122.74		70.10
4883		1364192.82		70.07
4884		1364262.94		70.10
4885		1364332.52		69.57
4886		1364400.77		68.24
4887		1364471.40		70.61
4888		1364541.44		70.03
4889		1364611.59		70.14
4890		1364680.18		68.58
4891		1364750.20		70.00
4892		1364819.86		69.66
4893		1364889.89		70.02
4894		1364958.05		68.14
4895		1365027.63		69.57
4896		1365097.03		69.38
4897		1365167.27		70.23
4898		1365237.60		70.31
4899		1365307.87		70.26
4900		1365378.01		70.13
4901		1365448.22		70.19
4902		1365518.10		69.87
4903		1365588.12		70.01
4904		1365657.54		69.41
4905		1365726.00		68.45
4906		1365795.12		69.10
4907		1365864.30		69.16
4908		1365933.88		69.57
4909		1366003.05		69.16
4910		1366072.68		69.62
4911		1366142.60		69.91
4912		1366212.18		69.57
4913		1366279.64		67.45
4914		1366349.72		70.07
4915		1366419.16		69.42
4916		1366488.55		69.38
4917		1366557.27		68.70
4918		1366624.98		67.70
4919		1366695.55		70.55
4920		1366765.68		70.12
4921		1366835.80		70.10
4922		1366906.06		70.24
4923		1366976.10		70.03
4924		1367046.09		69.98
4925		1367116.69		70.59
4926		1367186.72		70.01
4927		1367256.81		70.08
4928		1367338.59		81.77
4929		1367408.72		70.12
4930		1367478.32		69.59
4931		1367548.47		70.13
4932		1367618.62		70.14
4933		1367688.81		70.18
4934		1367758.97		70.14
4935		1367829.09		70.10
4936		1367899.08		69.99
4937		1367969.13		70.03
4938		1368039.22		70.08
4939		1368108.44		69.21
4940		1368178.15		69.70
4941		1368248.30		70.13
4942		1368318.40		70.09
4943		1368387.51		69.10
4944		1368457.67		70.15
4945		1368526.78		69.09
4946		1368596.83		70.04
4947		1368667.06		70.22
4948		1368736.70		69.63
4949		1368806.25		69.53
4950		1368875.81		69.55
4951		1368944.96		69.14
4952		1369015.07		70.09
4953		1369085.06		69.98
4954		1369155.10		70.03
4955		1369224.41		69.29
4956		1369294.68		70.26
4957		1369364.76		70.07
4958		1369434.85		70.07
4959		1369504.68		69.82
4960		1369574.22		69.53
4961		1369643.87		69.64
4962		1369713.04		69.15
4963		1369782.74		69.69
4964		1369852.34		69.59
4965		1369922.43		70.08
4966		1369991.11		68.66
4967		1370061.15		70.03
4968		1370131.26		70.10
4969		1370201.78		70.51
4970		1370271.31		69.51
4971		1370340.59		69.27
4972		1370410.19		69.59
4973		1370479.89		69.69
4974		1370549.56		69.65
4975		1370619.71		70.14
4976		1370689.32		69.60
4977		1370758.92		69.59
4978		1370828.57		69.63
4979		1370898.83		70.25
4980		1370968.34		69.50
4981		1371038.05		69.69
4982		1371107.64		69.58
4983		1371177.75		70.10
4984		1371247.32		69.55
4985		1371333.05		85.72
4986		1371403.25		70.19
4987		1371473.56		70.29
4988		1371543.75		70.18
4989		1371614.04		70.27
4990		1371684.28		70.23
4991		1371754.51		70.22
4992		1371824.65		70.13
4993		1371894.16		69.49
4994		1371963.60		69.42
4995		1372034.22		70.61
4996		1372104.32		70.09
4997		1372173.99		69.65
4998		1372244.05		70.05
4999		1372313.18		69.11
5000		1372380.90		67.71
program start: 1769601711084407
START1: 804202811157.89, START2: 804203853508.01, START_DIFF: 1042350.12
tposted[0]: 1042350.13
